IncidentDate,OccurredFromTime,IncidentNum,Offense,NIBRS,NIBRSCategory,SRS_UCR,CrimeAgainst,FelMisdCit,IncidentTopSRS_UCR,IncidentLocation,IntersectionOtherLoc,District,Neighborhood,NbhdNum,Latitude,Longitude,IncidentSupplemented,LastSuppDate,VictimNum,FirearmUsed,IncidentNature
2021-01-06,19:14:00,21000908    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,UTAH ST,NULL,3,Marine Villa,18,38.595299,-90.226944,Yes,2024-01-22 10:27:05.5130000,367378,Yes,Aggravated Assault - Shooting - Criminal
2021-01-06,19:14:00,21000908    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,UTAH ST,NULL,3,Marine Villa,18,38.595299,-90.226944,Yes,2024-01-22 10:27:05.5130000,367379,Yes,Aggravated Assault - Shooting - Criminal
2021-01-06,19:14:00,21000908    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,UTAH ST,NULL,3,Marine Villa,18,38.595299,-90.226944,Yes,2024-01-22 10:27:05.5130000,367380,Yes,Aggravated Assault - Shooting - Criminal
2021-01-06,19:25:00,21000911    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,923 HICKORY ST,NULL,3,Lasalle Park,34,38.616215,-90.19902,Yes,2024-01-22 10:32:00.8200000,367383,Yes,Aggravated Assault - Shooting - Criminal
2021-01-06,19:25:00,21000911    ,PROPERTY DAMAGE - 2ND DEGREE,290,Destruction/Damage/Vandalism of Property,NULL,Property,NULL,04,923 HICKORY ST,NULL,3,Lasalle Park,34,38.616215,-90.19902,Yes,2024-01-22 10:32:00.8200000,NULL,No,Aggravated Assault - Shooting - Criminal
2021-01-08,08:00:00,21001109    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,N. EUCLID / NATURAL BRIDGE,NULL,6,Kingsway East,55,NULL,NULL,Yes,2024-01-22 11:32:22.8770000,367409,Yes,Aggravated Assault - Shooting - Criminal
2021-01-08,21:00:00,21001196    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,1444 N 14TH ST,CASS AVE,4,Carr Square,61,38.641153,-90.196046,Yes,2024-01-22 10:35:27.6400000,367386,No,Aggravated Assault - Shooting - Criminal
2021-01-10,16:28:00,21001411    ,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,01,Person,NULL,01,6001 NATURAL BRIDGE AVE,NULL,5,Wells Goodfellow,50,38.685962,-90.27113,Yes,2024-01-22 11:34:54.1900000,367410,Yes,Homicide - Criminal
2021-01-10,16:28:00,21001411    ,"UNLAWFUL USE OF WEAPON - SUBSECTION 9 - SHOOT AT/FROM MOTOR VEHICLE, AT PERSON, MOTOR VEHICLE OR BUILDING",13A,Aggravated Assault,04,Person,F,01,6001 NATURAL BRIDGE AVE,NULL,5,Wells Goodfellow,50,38.685962,-90.27113,Yes,2024-01-22 11:34:54.1900000,367410,Yes,Homicide - Criminal
2021-01-10,16:28:00,21001411    ,UNLAWFUL POSSESSION OF A FIREARM,520,Weapons Law Violations,NULL,Society,F,01,6001 NATURAL BRIDGE AVE,NULL,5,Wells Goodfellow,50,38.685962,-90.27113,Yes,2024-01-22 11:34:54.1900000,NULL,Yes,Homicide - Criminal
2021-01-10,16:28:00,21001411    ,ARMED CRIMINAL ACTION,90Z,All Other Offenses,NULL,Unspecified,F,01,6001 NATURAL BRIDGE AVE,NULL,5,Wells Goodfellow,50,38.685962,-90.27113,Yes,2024-01-22 11:34:54.1900000,NULL,No,Homicide - Criminal
2021-01-13,13:56:00,21001846    ,DOMESTIC ASSAULT - 2ND DEGREE,13A,Aggravated Assault,04,Person,F,04,3635 S SPRING AVE,NULL,2,Tower Grove South,15,38.590722,-90.248357,Yes,2024-01-31 14:11:18.0070000,370562,No,Aggravated Assault - Other Weapon - Criminal
2021-01-13,13:56:00,21001846    ,DOMESTIC ASSAULT - 3RD DEGREE,13B,Simple Assault,NULL,Person,F,04,3635 S SPRING AVE,NULL,2,Tower Grove South,15,38.590722,-90.248357,Yes,2024-01-31 14:11:18.0070000,370562,No,Aggravated Assault - Other Weapon - Criminal
2021-01-13,22:26:00,21001897    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,3501 KOSSUTH AVE,NULL,4,Fairground,67,38.66461,-90.21319,Yes,2024-01-22 10:39:05.4470000,367387,Yes,Aggravated Assault - Shooting - Criminal
2021-01-11,00:00:00,21001975    ,STEALING - $750 OR MORE,23D,Theft From Building,06,Property,NULL,06,1919 S GRAND BLVD,APT. 705,2,Shaw,27,38.614554,-90.24035,Yes,2024-01-19 08:00:32.8630000,NULL,No,Stolen Property - Criminal
2021-01-15,03:39:00,21002081    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,1465 S GRAND BLVD,NULL,2,Tiffany,29,38.621609,-90.238658,Yes,2024-01-19 08:55:30.5370000,366840,Yes,Aggravated Assault - Shooting - Criminal
2021-01-15,15:50:00,21002173    ,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,01,Person,NULL,01,3920 MINNESOTA,NULL,3,Dutchtown,16,38.584807,-90.236321,Yes,2024-01-07 22:33:37.7900000,363479,Yes,Homicide - Criminal
2021-01-15,15:50:00,21002173    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,01,3920 MINNESOTA,NULL,3,Dutchtown,16,38.584807,-90.236321,Yes,2024-01-07 22:33:37.7900000,363481,Yes,Homicide - Criminal
2021-01-15,15:50:00,21002173    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,01,3920 MINNESOTA,NULL,3,Dutchtown,16,38.584807,-90.236321,Yes,2024-01-07 22:33:37.7900000,363482,Yes,Homicide - Criminal
2021-01-15,15:50:00,21002173    ,ARMED CRIMINAL ACTION,520,Weapons Law Violations,NULL,Society,F,01,3920 MINNESOTA,NULL,3,Dutchtown,16,38.584807,-90.236321,Yes,2024-01-07 22:33:37.7900000,NULL,Yes,Homicide - Criminal
2021-01-16,01:00:00,21002228    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,2031 BREMEN AVE.,NULL,4,Hyde Park,65,38.662199,-90.204969,Yes,2024-01-22 10:40:45.2030000,367388,Yes,Aggravated Assault - Shooting - Criminal
2021-01-20,23:07:00,21002960    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,F,04,4020 ST FERDINAND AVE,NULL,5,The Greater Ville,56,38.655678,-90.232596,Yes,2024-01-22 11:36:47.1730000,367415,Yes,Aggravated Assault - Shooting - Criminal
2021-01-20,23:07:00,21002960    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,4020 ST FERDINAND AVE,NULL,5,The Greater Ville,56,38.655678,-90.232596,Yes,2024-01-22 11:36:47.1730000,367412,Yes,Aggravated Assault - Shooting - Criminal
2021-01-20,23:07:00,21002960    ,PROPERTY DAMAGE 1ST DEGREE,290,Destruction/Damage/Vandalism of Property,NULL,Property,NULL,04,4020 ST FERDINAND AVE,NULL,5,The Greater Ville,56,38.655678,-90.232596,Yes,2024-01-22 11:36:47.1730000,NULL,No,Aggravated Assault - Shooting - Criminal
2021-01-20,23:07:00,21002960    ,ARMED CRIMINAL ACTION,520,Weapons Law Violations,NULL,Society,F,04,4020 ST FERDINAND AVE,NULL,5,The Greater Ville,56,38.655678,-90.232596,Yes,2024-01-22 11:36:47.1730000,NULL,Yes,Aggravated Assault - Shooting - Criminal
2021-01-20,23:07:00,21002960    ,"UNLAWFUL USE OF WEAPON - SUBSECTION 3 - DISCHARGE INTO HOME, MOTOR VEHICLE OR OTHER TRANSPORTATION METHOD",520,Weapons Law Violations,NULL,Society,F,04,4020 ST FERDINAND AVE,NULL,5,The Greater Ville,56,38.655678,-90.232596,Yes,2024-01-22 11:36:47.1730000,NULL,Yes,Aggravated Assault - Shooting - Criminal
2021-01-22,13:27:00,21003243    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,3820 S COMPTON AVE,NULL,3,Gravois Park,19,38.586823,-90.238211,Yes,2024-01-22 10:34:04.6300000,367385,Yes,Aggravated Assault - Shooting - Criminal
2021-01-23,01:43:00,21003324    ,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,01,Person,NULL,01,3218 N. NEWSTEAD,NULL,6,The Greater Ville,56,38.666972,-90.238393,Yes,2024-01-22 12:46:29.1800000,367492,Yes,Homicide - Criminal
2021-01-23,01:43:00,21003324    ,UNLAWFUL POSSESSION OF A FIREARM - DANGEROUS FELON,520,Weapons Law Violations,NULL,Society,F,01,3218 N. NEWSTEAD,NULL,6,The Greater Ville,56,38.666972,-90.238393,Yes,2024-01-22 12:46:29.1800000,NULL,Yes,Homicide - Criminal
2021-01-23,01:43:00,21003324    ,ARMED CRIMINAL ACTION,90Z,All Other Offenses,NULL,Unspecified,F,01,3218 N. NEWSTEAD,NULL,6,The Greater Ville,56,38.666972,-90.238393,Yes,2024-01-22 12:46:29.1800000,NULL,No,Homicide - Criminal
2021-01-23,22:55:00,21003448    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,1901 ST LOUIS AVE,NULL,4,St Louis Place,60,38.651183,-90.200948,Yes,2024-01-22 10:46:26.6000000,367390,Yes,Aggravated Assault - Shooting - Criminal
2021-01-23,22:55:00,21003448    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,1901 ST LOUIS AVE,NULL,4,St Louis Place,60,38.651183,-90.200948,Yes,2024-01-22 10:46:26.6000000,367391,Yes,Aggravated Assault - Shooting - Criminal
2021-01-24,08:35:00,21003554    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,5850 SELBER CT,NULL,5,Wells Goodfellow,50,38.683825,-90.273409,Yes,2024-01-22 11:47:32.1670000,367418,Yes,Aggravated Assault - Shooting - Criminal
2021-01-24,08:35:00,21003554    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,5850 SELBER CT,NULL,5,Wells Goodfellow,50,38.683825,-90.273409,Yes,2024-01-22 11:47:32.1670000,367420,Yes,Aggravated Assault - Shooting - Criminal
2021-01-24,08:35:00,21003554    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,5850 SELBER CT,NULL,5,Wells Goodfellow,50,38.683825,-90.273409,Yes,2024-01-22 11:47:32.1670000,367421,Yes,Aggravated Assault - Shooting - Criminal
2021-01-24,08:35:00,21003554    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,5850 SELBER CT,NULL,5,Wells Goodfellow,50,38.683825,-90.273409,Yes,2024-01-22 11:47:32.1670000,367422,Yes,Aggravated Assault - Shooting - Criminal
2021-01-24,08:35:00,21003554    ,PROPERTY DAMAGE 1ST DEGREE,290,Destruction/Damage/Vandalism of Property,NULL,Property,NULL,04,5850 SELBER CT,NULL,5,Wells Goodfellow,50,38.683825,-90.273409,Yes,2024-01-22 11:47:32.1670000,NULL,No,Aggravated Assault - Shooting - Criminal
2021-01-24,08:35:00,21003554    ,"UNLAWFUL USE OF WEAPON - SUBSECTION 3 - DISCHARGE INTO HOME, MOTOR VEHICLE OR OTHER TRANSPORTATION METHOD",520,Weapons Law Violations,NULL,Society,NULL,04,5850 SELBER CT,NULL,5,Wells Goodfellow,50,38.683825,-90.273409,Yes,2024-01-22 11:47:32.1670000,NULL,No,Aggravated Assault - Shooting - Criminal
2021-01-25,01:45:00,21003577    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,900 S. BROADWAY,NULL,4,Downtown,35,38.617973,-90.192958,Yes,2024-01-22 11:05:13.7970000,367397,Yes,Aggravated Assault - Shooting - Criminal
2021-01-29,13:50:00,21004285    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,N EUCLID,WASHINGTON,5,Central West End,38,38.647713,-90.261103,Yes,2024-01-22 11:49:47.4630000,367423,Yes,Aggravated Assault - Shooting - Criminal
2021-01-29,13:50:00,21004285    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,N EUCLID,WASHINGTON,5,Central West End,38,38.647713,-90.261103,Yes,2024-01-22 11:49:47.4630000,367424,Yes,Aggravated Assault - Shooting - Criminal
2021-01-29,15:25:00,21004319    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,70 EASTBOUND AND CARRIE,NULL,4,Near North Riverfront,64,38.68406,-90.21904,Yes,2024-01-22 11:06:48.5070000,367399,Yes,Aggravated Assault - Shooting - Criminal
2021-01-29,15:25:00,21004319    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,70 EASTBOUND AND CARRIE,NULL,4,Near North Riverfront,64,38.68406,-90.21904,Yes,2024-01-22 11:06:48.5070000,367400,Yes,Aggravated Assault - Shooting - Criminal
2021-02-01,10:30:00,21004703    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,NULL,04,SAINT LOUIS AVE,N NEWSTEAD AVE,5,The Ville,57,38.664197,-90.24042,Yes,2024-01-22 17:26:04.9770000,367546,Yes,Aggravated Assault - Shooting - Criminal
2021-02-01,10:30:00,21004703    ,HARASSMENT - 1ST DEGREE,13C,Intimidation,NULL,Person,NULL,04,SAINT LOUIS AVE,N NEWSTEAD AVE,5,The Ville,57,38.664197,-90.24042,Yes,2024-01-22 17:26:04.9770000,367549,No,Aggravated Assault - Shooting - Criminal
2021-02-01,10:30:00,21004703    ,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,23F,Theft From Motor Vehicle,06,Property,NULL,04,SAINT LOUIS AVE,N NEWSTEAD AVE,5,The Ville,57,38.664197,-90.24042,Yes,2024-01-22 17:26:04.9770000,NULL,No,Aggravated Assault - Shooting - Criminal
2021-02-01,10:30:00,21004703    ,POSSESS MARIJUANA,35A,Drug/Narcotic Violations,NULL,Society,NULL,04,SAINT LOUIS AVE,N NEWSTEAD AVE,5,The Ville,57,38.664197,-90.24042,Yes,2024-01-22 17:26:04.9770000,NULL,No,Aggravated Assault - Shooting - Criminal
2021-02-01,10:30:00,21004703    ,POSSESS DRUG PARAPHERNALIA,35B,Drug Equipment Violations,NULL,Society,NULL,04,SAINT LOUIS AVE,N NEWSTEAD AVE,5,The Ville,57,38.664197,-90.24042,Yes,2024-01-22 17:26:04.9770000,NULL,No,Aggravated Assault - Shooting - Criminal
2021-02-01,10:30:00,21004703    ,UNLAWFUL POSSESSION OF A FIREARM,520,Weapons Law Violations,NULL,Society,NULL,04,SAINT LOUIS AVE,N NEWSTEAD AVE,5,The Ville,57,38.664197,-90.24042,Yes,2024-01-22 17:26:04.9770000,NULL,Yes,Aggravated Assault - Shooting - Criminal
2021-02-01,10:30:00,21004703    ,TAMPERING WITH PHYSICAL EVIDENCE IN FELONY PROSECUTION,90Z,All Other Offenses,NULL,Unspecified,NULL,04,SAINT LOUIS AVE,N NEWSTEAD AVE,5,The Ville,57,38.664197,-90.24042,Yes,2024-01-22 17:26:04.9770000,NULL,No,Aggravated Assault - Shooting - Criminal
2021-02-04,12:35:00,21005202    ,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,01,Person,NULL,01,5972 JULIAN AVE,NULL,5,West End,48,38.668174,-90.289366,Yes,2024-01-22 17:43:00.5600000,367554,Yes,Homicide - Criminal
2021-02-08,00:40:00,21005654    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,NULL,04,4224 W COOK AVE,NULL,5,Vandeventer,58,38.65128,-90.24351,Yes,2024-01-22 18:04:45.7030000,367557,No,Aggravated Assault - Shooting - Criminal
2021-02-11,00:33:00,21006322    ,MISCELLANEOUS WEAPON VIOLATION,520,Weapons Law Violations,NULL,Society,NULL,NULL,6033 GARESCHE AVE,NULL,6,Walnut Park West,76,38.703768,-90.256349,Yes,2024-01-11 12:06:02.0570000,NULL,Yes,Weapon Law Violation - Criminal
2021-02-13,14:15:00,21006457    ,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,01,Person,F,01,2503 N TAYLOR AVE,NULL,5,The Greater Ville,56,38.662165,-90.24588,Yes,2024-01-22 18:36:50.8600000,367565,Yes,Homicide - Criminal
2021-02-13,14:15:00,21006457    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,F,01,2503 N TAYLOR AVE,NULL,5,The Greater Ville,56,38.662165,-90.24588,Yes,2024-01-22 18:36:50.8600000,367566,Yes,Homicide - Criminal
2021-02-13,14:15:00,21006457    ,PROPERTY DAMAGE 1ST DEGREE,290,Destruction/Damage/Vandalism of Property,NULL,Property,F,01,2503 N TAYLOR AVE,NULL,5,The Greater Ville,56,38.662165,-90.24588,Yes,2024-01-22 18:36:50.8600000,NULL,No,Homicide - Criminal
2021-02-13,14:15:00,21006457    ,ARMED CRIMINAL ACTION,90Z,All Other Offenses,NULL,Unspecified,F,01,2503 N TAYLOR AVE,NULL,5,The Greater Ville,56,38.662165,-90.24588,Yes,2024-01-22 18:36:50.8600000,NULL,No,Homicide - Criminal
2021-02-23,20:50:00,21007865    ,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,04,Person,F,04,5000 CATES,CLARENDON / KENNSINGTON,5,Academy,51,38.654844,-90.263286,Yes,2024-01-22 19:08:17.8300000,367578,Yes,Aggravated Assault - Shooting - Criminal
2021-02-23,20:50:00,21007865    ,PROPERTY DAMAGE 1ST DEGREE,290,Destruction/Damage/Vandalism of Property,NULL,Property,F,04,5000 CATES,CLARENDON / KENNSINGTON,5,Academy,51,38.654844,-90.263286,Yes,2024-01-22 19:08:17.8300000,NULL,No,Aggravated Assault - Shooting - Criminal
2021-02-24,21:05:00,21008027    ,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,01,Person,F,01,1490 STEWART PL,NULL,5,Hamilton Heights,78,38.667534,-90.271623,Yes,2024-01-22 19:10:16.5300000,367580,Yes,Homicide - Criminal
2021-02-25,19:08:00,21008170    ,"ASSAULT- 4TH DEGREE - PURSUANT TO SUBDIVISION (1), (5)",13B,Simple Assault,NULL,Person,M,NULL,OSCEOLA ST,CALIFORNIA AVE,1,Mount Pleasant,17,38.576105,-90.23339,Yes,2024-01-16 12:05:28.5730000,365967,No,Weapon Law Violation - Criminal
2021-02-25,19:08:00,21008170    ,POSSESSION OF CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS OF MARIJUANA/SYNTHETIC CANNABINOID,35A,Drug/Narcotic Violations,NULL,Society,F,NULL,OSCEOLA ST,CALIFORNIA AVE,1,Mount Pleasant,17,38.576105,-90.23339,Yes,2024-01-16 12:05:28.5730000,NULL,No,Weapon Law Violation - Criminal
2021-02-25,19:08:00,21008170    ,POSSESSION OF MARIJUANA/SYNTHETIC CANNABINOID OF 11-35 GRAMS,35A,Drug/Narcotic Violations,NULL,Society,M,NULL,OSCEOLA ST,CALIFORNIA AVE,1,Mount Pleasant,17,38.576105,-90.23339,Yes,2024-01-16 12:05:28.5730000,NULL,No,Weapon Law Violation - Criminal
2021-02-25,19:08:00,21008170    ,POSSESSION OF A DEFACED FIREARM,520,Weapons Law Violations,NULL,Society,M,NULL,OSCEOLA ST,CALIFORNIA AVE,1,Mount Pleasant,17,38.576105,-90.23339,Yes,2024-01-16 12:05:28.5730000,NULL,Yes,Weapon Law Violation - Criminal
2021-02-25,19:08:00,21008170    ,UNLAWFUL POSSESSION OF A FIREARM,520,Weapons Law Violations,NULL,Society,F,NULL,OSCEOLA ST,CALIFORNIA AVE,1,Mount Pleasant,17,38.576105,-90.23339,Yes,2024-01-16 12:05:28.5730000,NULL,Yes,Weapon Law Violation - Criminal
2021-02-25,19:08:00,21008170    ,UNLAWFUL USE OF WEAPON - SUBSECTION 11 - POSSESS WEAPON AND A FELONY CONTROLLED SUBSTANCE,520,Weapons Law Violations,NULL,Society,F,NULL,OSCEOLA ST,CALIFORNIA AVE,1,Mount Pleasant,17,38.576105,-90.23339,Yes,2024-01-16 12:05:28.5730000,NULL,Yes,Weapon Law Violation - Criminal
2021-03-16,13:08:00,21010813    ,STEALING,23H,All Other Larceny,06,Property,M,06,2804 OSAGE ST,NULL,3,Dutchtown,16,38.582881,-90.2325,Yes,2024-01-05 15:00:51.3230000,NULL,No,Larceny - Criminal
2021-04-03,07:30:00,21013356    ,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,01,Person,F,01,LOUISIANA AVE,NULL,3,Dutchtown,16,38.594096,-90.239326,Yes,2024-01-26 06:31:32.3930000,368784,Yes,Homicide - Criminal
2021-04-03,07:30:00,21013356    ,ARMED CRIMINAL ACTION,90Z,All Other Offenses,NULL,Unspecified,F,01,LOUISIANA AVE,NULL,3,Dutchtown,16,38.594096,-90.239326,Yes,2024-01-26 06:31:32.3930000,NULL,No,Homicide - Criminal
2021-04-10,07:10:00,21014423    ,ROBBERY - 1ST DEGREE,120,Robbery,03,Property,F,03,3701 LINDELL,NULL,4,Midtown,37,38.638441,-90.23664,Yes,2024-01-05 16:27:24.0600000,NULL,No,Robbery - Criminal
2021-04-18,23:00:00,21015791    ,"UNLAWFUL USE OF WEAPON - SUBSECTION 9 - SHOOT AT/FROM MOTOR VEHICLE, AT PERSON, MOTOR VEHICLE OR BUILDING",13A,Aggravated Assault,04,Person,F,04,8752 JORDAN ST,NULL,6,Baden,74,38.72267,-90.22978,Yes,2024-01-11 12:06:02.4070000,364867,Yes,Destruction of Property - Criminal
2021-04-18,23:00:00,21015791    ,PROPERTY DAMAGE - 2ND DEGREE,290,Destruction/Damage/Vandalism of Property,NULL,Property,M,04,8752 JORDAN ST,NULL,6,Baden,74,38.72267,-90.22978,Yes,2024-01-11 12:06:02.4070000,NULL,No,Destruction of Property - Criminal
2021-04-28,11:45:00,21017258    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,F,04,901 ELIAS AVE,NULL,6,Baden,74,38.721605,-90.231992,Yes,2024-01-05 12:06:01.9170000,362860,Yes,Aggravated Assault - Shooting - Criminal
2021-04-28,11:45:00,21017258    ,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,04,Person,F,04,901 ELIAS AVE,NULL,6,Baden,74,38.721605,-90.231992,Yes,2024-01-05 12:06:01.9170000,362861,Yes,Aggravated Assault - Shooting - Criminal
2021-04-28,11:45:00,21017258    ,"UNLAWFUL USE OF WEAPON - SUBSECTION 9 - SHOOT AT/FROM MOTOR VEHICLE, AT PERSON, MOTOR VEHICLE OR BUILDING",520,Weapons Law Violations,NULL,Society,F,04,901 ELIAS AVE,NULL,6,Baden,74,38.721605,-90.231992,Yes,2024-01-05 12:06:01.9170000,NULL,Yes,Aggravated Assault - Shooting - Criminal
2021-05-15,12:00:00,21020114    ,PROPERTY DAMAGE - 2ND DEGREE,290,Destruction/Damage/Vandalism of Property,NULL,Property,M,NULL,4920 CHIPPEWA,NULL,1,Southampton,7,38.591324,-90.274369,Yes,2024-01-17 19:53:38.4130000,NULL,No,Destruction of Property - Criminal
